objectid,filename,title,format,description,creator,date,item_information,subject,location,source,identifier,rights,rightsstatement,type,language
campusecho058,https://newspapers.digitalnc.org/lccn/2015236599/1968-10-31/ed-1/seq-5/,Reading Program Makes New Plans,application/pdf,"A cultural reading program that revolves around NCC with quiz bowls and activites posed of ""Black Identity"".",NCCU The Campus Echo,1968.09.30,single-page; newspaper,reading;program,"Durham, NC",http://digitalnc.org/,1968.10.31.5.Reading_Program_Makes_New_Plans,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho059,https://newspapers.digitalnc.org/lccn/2015236599/1968-10-31/ed-1/seq-6/,Campus Interviews Set for November ,application/pdf,Variations of interviews dated upon campus for future references and arrival.,NCCU The Campus Echo,1968.09.30,single-page; newspaper,campus;interviews;november,"Durham, NC",http://digitalnc.org/,1968.10.31.6.Campus_Interviews_Set_for_November ,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho060,https://newspapers.digitalnc.org/lccn/2015236599/1968-10-31/ed-1/seq-6/,Eagle of The Month ,application/pdf,Miss Norma Leak is given a discription of her activites hobbies and achievements upon arrival to NCCU,NCCU The Campus Echo,1968.09.30,single-page; newspaper,eagle;month,"Durham, NC",http://digitalnc.org/,1968.10.31.6.Eagle_of_The_Month ,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho061,https://newspapers.digitalnc.org/lccn/2015236599/1968-10-31/ed-1/seq-6/,Frat-Soro Lines Come To NCC,application/pdf,Sororities and Fraternitie are be proccessed to comeover to NCC's environment.,NCCU The Campus Echo,1968.09.30,single-page; newspaper,fraternities;sororities;ncc,"Durham, NC",http://digitalnc.org/,1968.10.31.6.Frat-Soro_Lines_Come_To_NCC,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho062,https://newspapers.digitalnc.org/lccn/2015236599/1968-10-31/ed-1/seq-6/,Language Debt Increases Falculty ,application/pdf,Different native speakers are welcomed back to NCC's campus for teaching.,NCCU The Campus Echo,1968.09.30,single-page; newspaper,language;debt;faculty,"Durham, NC",http://digitalnc.org/,1968.10.31.6.Language_Debt_Increases_Falculty ,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho063,https://newspapers.digitalnc.org/lccn/2015236599/1968-10-31/ed-1/seq-6/,Honor Society Makes Plans ,application/pdf,This semester the chapter is working on a tutorial program for students who need help with the introductory course in socialogy ,NCCU The Campus Echo,1968.09.30,single-page; newspaper,honor;society;plans,"Durham, NC",http://digitalnc.org/,1968.10.31.6.Honor_Society_Makes_Plans ,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho064,https://newspapers.digitalnc.org/lccn/2015236599/1968-10-31/ed-1/seq-6/,"Alpha Phi Omegas Man Lost, Found",application/pdf,"The aplha Phi Omega Frat believes that ""honesty is the best policy"", therefore the organization sends out request to please return items to the lost and found in room 130.",NCCU The Campus Echo,1968.09.30,single-page; newspaper,alpha;phi;omegas;lost;found,"Durham, NC",http://digitalnc.org/,"1968.10.31.6.Alpha_Phi_Omegas_Man_Lost,_Found",https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho065,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-1/,Atty. Capers Speaks for Law Day,application/pdf,An attorney speaking about warren court being the most influential branch of government in the 50s and 60s,NCCU The Campus Echo,1969.05.15,single-page; newspaper,warren court; civil rights; civil liberties; Smith v. Allright; civil liberties,"Durham, NC",http://digitalnc.org/,1969.05.15.1.atty._capers_speaks_for_law_day,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho066,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-1/,Yearbook Rejection,application/pdf,students spoke about their feelings towards the yearbook being biased and not showing representation of the entire student body,NCCU The Campus Echo,1969.05.15,single-page; newspaper,The eagle; favortism; eagle office,"Durham, NC",http://digitalnc.org/,1969.05.15.1.yearbook_rejection,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho067,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-1/,Alumnus Writes About Dr. King,application/pdf,Alumnus is gets approved to publish a book about the life of Dr. Martin Luther King Jr. from the time he was born to his funeral,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Adams Press of Chicago; Lenwood G. Davis,"Durham, NC",http://digitalnc.org/,1969.05.15.1.alumnus_writes_about_dr._king,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho068,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-1/,"Henry, Murray, Jordan, Wright Win",application/pdf,NCCU students go to the polls and vote on new members of SGA,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Campus echo; students went to the polls,"Durham, NC",http://digitalnc.org/,"1969.05.15.1.henry,_murray,_jordan,_wright_win",https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho069,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-1/,Mckissick Hits Racism Semanties,application/pdf,Mckissck delivers an address at the annual Awards day program,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Floyd B. Mckissick; Soul City,"Durham, NC",http://digitalnc.org/,1969.05.15.1.mckissick_hits_racism_semanties,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho070,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-1/,Delfonics Show Brother,application/pdf,The Delfonics brothers show what the true meaning of brotherhood is,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Brotherhood; Tau Phi Tau Social Fraternity; The Delfonics,"Durham, NC",http://digitalnc.org/,1969.05.15.1.delfonics_show_brother,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho071,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-1/,Mrs. Koontz To Be Speaker,application/pdf,talks about Mrs. Koontz being chosen to speak at the NCCU commencement ceremony and gives some background on her and her life,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Elizabeth Duncan Koontz; Women's Bureau; National Education Association; United Nationa Commission; Berlin Wall 1962,"Durham, NC",http://digitalnc.org/,1969.05.15.1.mrs._koontz_to_be_speaker,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho072,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-1/,Fellowship Awarded To Grads,application/pdf,10 NCCU grads are rewarded with a fellowship opportunity,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Southern Fellowships Fund; 10 Former North Carolina College students,"Durham, NC",http://digitalnc.org/,1969.05.15.1.fellowship_awarded_to_grads,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho073,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-2/,Integration? Segregation? or Black Determinism,application/pdf,"A discussion is had about integration, segregation, and black determinism then beginnings to go deeper into how integration did not work because the black man wanted to be himself and not follow the rule of a white man ",NCCU The Campus Echo,1969.05.15,single-page; newspaper,Black determinism; integration; segregation ,"Durham, NC",http://digitalnc.org/,1969.05.15.2.integration?_segregation?_or_black_determinism,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho074,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-2/,An Honest Point of Sincerity,application/pdf,The editor of the campus echo talks about how important the newspaper is and how they value what the students have to say and their contribution to the newspaper,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Campus echo; students went to the polls,"Durham, NC",http://digitalnc.org/,1969.05.15.2.an_honest_point_of_sincerity,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho075,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-2/,The New Negro Explained,application/pdf,The idea of new negro and the white negro being explained ,NCCU The Campus Echo,1969.05.15,single-page; newspaper,New Negro; white negro; The negro college; black college,"Durham, NC",http://digitalnc.org/,1969.05.15.2.the_new_negro_explained,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho076,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-2/,Afro Studies,application/pdf,A debate was had about Afro American studies and the need for i,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Afro-American Studies; United Negro College Fund; black education; Stephan J. Wright; San Francisco State College,"Durham, NC",http://digitalnc.org/,1969.05.15.2.afro_studies,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho077,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-2/,Miller Buries Black Ideals,application/pdf,A new prophet is coming to bury the idea of blackness,NCCU The Campus Echo,1969.05.15,single-page; newspaper,New Prophet; oppression; separitism,"Durham, NC",http://digitalnc.org/,1969.05.15.2.miller_buries_black_ideals,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho078,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-3/,Anthropologist Blames Elders,application/pdf,An anthropologist speaks out about the mistreatment of the newer generation and says the elders are to blame,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Dr. Margaret Mead; Redbook Magazine; profound distrust,"Durham, NC",http://digitalnc.org/,1969.05.15.3.anthropologist_blames_elders,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho079,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-3/,Blue Nile Group Performs At N.C.C,application/pdf,The Blue Nile Group put on a musical program at N.C.C,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Blue Nile Group; Ethiopia; Addis Abada; Halie Selassie I University; ,"Durham, NC",http://digitalnc.org/,1969.05.15.3.blue_nile_group_performs_at_n.c.c,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho080,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-3/,Mckissick Hits,application/pdf,Mckissick continues to speak at the annual awards day program,NCCU The Campus Echo,1969.05.15,single-page; newspaper,divide and conquer; separatists,"Durham, NC",http://digitalnc.org/,1969.05.15.3.mckissick_hits,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho081,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-3/,Delfonics Show ,application/pdf,The Delfonics brothers show what the true meaning of brotherhood is,NCCU The Campus Echo,1969.05.15,single-page; newspaper,honorary brothers; black culture,"Durham, NC",http://digitalnc.org/,1969.05.15.3.delfonics_show,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho082,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-3/,Yearbook ,application/pdf,students spoke about their feelings towards the yearbook being biased and not showing representation of the entire student body,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Eagle office; Alfred Whitesides,"Durham, NC",http://digitalnc.org/,1969.05.15.3.yearbook,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho083,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-3/,Miss Jones Gets Commissoned,application/pdf,Alice Jones is getting commissoned into the marine corps Women Officer Canidate Program,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Alice Jones; Marine Corps Women Officer Canidate Program; National Education Association Society,"Durham, NC",http://digitalnc.org/,1969.05.15.3.miss_jones_gets_commissoned,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho084,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-3/,Fellowships,application/pdf,10 NCCU grads are rewarded with a fellowship opportunity,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Graduate work,"Durham, NC",http://digitalnc.org/,1969.05.15.3.fellowships,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho085,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-4/,Brown Visits Mobil Headquarters,application/pdf,Brown was one of the chosen to visit the Mobil Headquarts where they learned how the headquarters is ran. Brown job is to not be like other blacks whos knowlegde is vague and limited.,NCCU The Campus Echo,1969.05.15,single-page; newspaper,African American Knowledge; black students;mobil headquarters,"Durham, NC",http://digitalnc.org/,1969.05.15.4.brown_visits_mobil_headquarters,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho086,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-4/,Innovation Called Renovation ,application/pdf,Innovative college life,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Renovation; reserchers; upgrade,"Durham, NC",http://digitalnc.org/,1969.05.15.4.innovation_called_renovation,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho087,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-4/,Alumnus Writes,application/pdf,Speaking on Mr.Davis accomplishments and what he was involved in.,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Accomplishments; Mr. Davis; Black power,"Durham, NC",http://digitalnc.org/,1969.05.15.4.alumnus_writes,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho088,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-4/,Baby Bloom Blamed For Man Shortage,application/pdf,Talks about a time where their was a shortage of men. women was confused.,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Shortage of men; Marriage squeeze,"Durham, NC",http://digitalnc.org/,1969.05.15.4.baby_bloom_blamed_for_man_shortage,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho089,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-4/,Johnson Attacks NCC'S Students,application/pdf,Describing a time where students would not throw their trays away.,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Student laziness; Cafeteria; Discipline,"Durham, NC",http://digitalnc.org/,1969.05.15.4.johnson_attacks_ncc's_students,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho090,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-5/,Unmarried Households' Predicted,application/pdf,Many college kids began living together without getting married but didnt turnout as bad.,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Young marriage; College students; Acceptance; immaturity,"Durham, NC",http://digitalnc.org/,1969.05.15.5.unmarried_households'_predicted,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho091,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-5/,Black Academy Of Arts Created,application/pdf,Professor C. Eric Lincoln announced a Black Academy of Arts and Letters meant to study black culture. ,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Twentieth Century Funds; Black arts; Black letters; Black study; Black excellence ,"Durham, NC",http://digitalnc.org/,1969.05.15.5.black_academy_of_arts_created,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho092,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-5/,Miss Freshman Serves In Korea,application/pdf,Carol serves with the miltary in korea with 49 other Red Cross women.,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Korea; Women power; Red Cross Clubmobile program,"Durham, NC",http://digitalnc.org/,1969.05.15.5.miss_freshman_serves_in_korea,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho093,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-5/,Johnson,application/pdf,Stating reasons and coming up with ways to make students put their plates on the belt.,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Appearance; Problem and solution; Fines,"Durham, NC",http://digitalnc.org/,1969.05.15.5.johnson,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho094,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-5/,Miller Buries ,application/pdf,The New prophet come bury the type of violence in Durham at the march,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Violence; White territory; Identity; Seperatism,"Durham, NC",http://digitalnc.org/,1969.05.15.5.miller_buries,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho095,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-5/,Mens Forum Established,application/pdf,Forum established to help men improve their speaking.,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Public speaking; Men organization,"Durham, NC",http://digitalnc.org/,1969.05.15.5.mens_forum_established,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho096,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-5/,Tribute To The King,application/pdf,Through Martin hard times of fighting freedom God was with him every step.,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Unity; Freedom; Religion; Prince of Peace; Brotherhood; Emotions ,"Durham, NC",http://digitalnc.org/,1969.05.15.5.tribute_to_the_king,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho097,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-6/,Please Read Black Revolt,application/pdf,Black revolt published and placed on best seller list.,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Book;The Negro Book Club; The Black Power Revolt; confidence of the negro,"Durham, NC",http://digitalnc.org/,1969.05.15.6.please_read_black_revolt,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho098,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-6/,Counter Revolution Move Created,application/pdf,Students organize to oppose disruptive demonstations.,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Milk-in; SPASM; Government help,"Durham, NC",http://digitalnc.org/,1969.05.15.6.counter_revolution_move_created,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho099,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-6/,Brewer Speaks on Anti-Black,application/pdf,Speaks on how brewer sees the world with black and whites,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Black power; Black unity; Dehumanization,"Durham, NC",http://digitalnc.org/,1969.05.15.6.brewer_speaks_on_anti-black,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho100,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-6/,Life Taken Very Lightly,application/pdf,Different life trial at the time.,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Struggle; Employment; Laws; Youthful wear; Fashion,"Durham, NC",http://digitalnc.org/,1969.05.15.6.life_taken_very_lightly,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
